distribution,c_e,l_r,l_e,service_level,seed_id,b,single_cost,DDI_cost,TBS_cost,benchmark_TBS_result,benchmark_DI_result,DI_result,random_seed1,random_seed2
geom,1,3,1,0.95,5,5,766.9626999999998,755.7606184,759.8519952404039,761.3825499999998,759.8978399999999,759.84951,7760,9285
geom,1,3,1,0.95,6,5,659.0007999999997,639.8342989599997,639.8914999999997,642.402727873939,639.9347364999998,639.9146769999996,7017,455
geom,1,3,1,0.95,7,5,707.4830000000003,693.0558332400001,695.8930000000003,697.8250000000003,695.7240000000003,695.8761,3870,3179
geom,1,3,1,0.95,8,5,611.129,588.58946076,581.488,583.4941370254545,581.488,581.488,9072,1152
geom,1,3,1,0.95,9,5,709.6932999999997,693.9509416399999,698.5611807745452,698.780986152727,698.4639424999997,698.5458649999997,5417,6872
geom,1,3,1,0.975,0,5,742.6121499999995,727.0954400199994,732.3034499999993,733.4495636666661,732.1368056249993,732.2912769999995,9114,3067
geom,1,3,1,0.975,1,5,877.9382999999993,873.4097907999994,874.4889249999993,874.7394999999995,874.4761397499994,874.4877654999993,4388,6041
geom,1,3,1,0.975,2,5,959.9884499999995,956.3011094199994,958.0039999999995,958.8619249999994,958.1315673749993,958.0261259999995,2872,9623
geom,1,3,1,0.975,3,5,1000.8643000000003,998.0479323600001,999.3472351181819,1000.0711500000002,999.51587,999.3393500000001,8636,5818
geom,1,3,1,0.975,4,5,740.9500999999993,729.5802147999992,732.7655203999993,734.8455270999993,732.9045999999994,732.7444977499994,358,5701
geom,1,3,1,0.975,5,5,1001.8249999999983,998.8351590799983,1000.0961067999983,1001.0189261599984,1000.2384259999984,1000.0933439999984,8946,3669
geom,1,3,1,0.975,6,5,959.8884499999992,954.1602059999993,957.5018658333325,958.401962466666,958.0629659999993,957.4942417499992,8601,3487
geom,1,3,1,0.975,7,5,711.4344999999997,697.1524768799999,699.3832499999997,699.4015530690908,699.6706499999998,699.3976499999999,6526,5778
geom,1,3,1,0.975,8,5,1209.3888999999986,1209.9039489999982,1208.609193266665,1208.8948499999983,1208.6692749999982,1208.6082022499982,3055,2822
geom,1,3,1,0.975,9,5,707.376,692.1492315999999,695.5124983418182,697.6769941,695.5639750000001,695.51245,3194,7489
geom,1,3,1,0.99,0,5,922.0515200000012,916.0108695200013,919.4310300000013,920.1283500000012,919.3926910000013,919.4306175000012,3649,7603
geom,1,3,1,0.99,1,5,925.9677000000003,922.7507439400005,923.0185069090912,924.0227000000004,923.2091400000004,923.0103975000003,5644,7442
geom,1,3,1,0.99,2,5,841.6693200000005,836.5105958800004,838.1612737951519,839.018103454546,838.3127808000004,838.1729422000004,3513,7484
geom,1,3,1,0.99,3,5,1084.3951999999997,1082.6968117999998,1083.03632,1083.6109457712123,1083.1483199999998,1083.04304,8784,6164
geom,1,3,1,0.99,4,5,845.9929800000007,839.8833216800008,842.0746200000008,842.0746200000008,842.0746200000008,842.0687034000007,997,6554
geom,1,3,1,0.99,5,5,770.9910400000002,764.1593234000003,764.6513400000003,766.5919166081821,764.8854900000005,764.6624624000003,1062,997
geom,1,3,1,0.99,6,5,1006.2730800000012,1006.4779563200012,1004.5191600000013,1004.6507300000013,1004.6507300000013,1004.5259132000012,8831,191
geom,1,3,1,0.99,7,5,919.2690000000016,918.7172308800017,917.1587500000018,917.5323725090925,917.3092740000016,917.1600900000017,970,590
geom,1,3,1,0.99,8,5,928.3882800000026,921.9086064000028,925.6790227919219,925.6598702911139,925.5989650000026,925.6593325000028,4184,5100
geom,1,3,1,0.99,9,5,928.0132000000013,924.9238901600016,925.1888992000015,926.5765045866682,925.2709360000015,925.1713600000015,793,5899
geom,1,5,2,0.95,0,7,818.2144,787.2647408,777.8394,777.8394,777.5323999999999,777.8086999999999,144,6261
geom,1,5,2,0.95,1,7,813.1429999999999,782.0579008699999,773.3151908374998,773.4555414181815,773.4512879999999,773.3129204999998,8136,1881
geom,1,5,2,0.95,2,7,1096.059,1090.462149,1091.8241845757575,1099.609308,1096.3566175,1091.81429,4191,8890
geom,1,5,2,0.95,3,7,848.7129999999997,824.99881348,822.9112775445452,823.0282999999997,823.0282999999997,822.8728994999998,1305,6396
geom,1,5,2,0.95,4,7,1027.3525999999995,1017.8438769299996,1019.9908760034087,1021.8387999999998,1020.1551499999997,1020.0123699999996,8478,8922
geom,1,5,2,0.95,5,7,796.41,745.7594510399999,729.9603140125253,730.6775426848484,731.163,730.0859399999999,7025,1220
geom,1,5,2,0.95,6,7,966.9897999999998,953.8326407999997,954.8389533265149,962.9140499999999,957.5500159999998,954.6983599999998,7340,832
geom,1,5,2,0.95,7,7,822.1205999999999,792.3521025799997,780.7413999999997,782.6283721739771,780.7977999999998,780.7688439999998,9138,8197
geom,1,5,2,0.95,8,7,852.2858000000003,824.5963625,825.5042000000002,834.6477382102273,825.8676000000003,825.5574799999999,2500,3231
geom,1,5,2,0.95,9,7,814.9989999999998,785.9723890199998,778.8576414636361,782.4989506599999,778.8630999999997,778.8272949999997,7500,7788
geom,1,5,2,0.975,0,7,1090.7469999999998,1087.3231965099997,1086.8983999999998,1087.5104,1087.50575,1086.90475,9643,3398
geom,1,5,2,0.975,1,7,1042.2313999999976,1032.1802468199974,1035.6105346423208,1036.4914146294798,1036.2463839999973,1035.6105879999975,6020,5066
geom,1,5,2,0.975,2,7,904.1307999999997,889.12776632,887.2420942472727,890.5765999999998,890.5765999999998,887.27548,5113,1907
geom,1,5,2,0.975,3,7,991.3061999999995,980.3396458499996,981.2155327222218,981.8282349015146,981.2034749999993,981.2532287499995,5467,7784
geom,1,5,2,0.975,4,7,1376.5869999999993,1376.2168530399993,1375.3253499999994,1375.5919999999992,1375.3253499999994,1375.3598849999994,8769,5502
geom,1,5,2,0.975,5,7,813.8953999999999,781.1055667899999,773.4122415786616,773.4189767085859,773.57548,773.4149399999999,1627,6503
geom,1,5,2,0.975,6,7,1029.8063999999988,1020.0240181999987,1021.8272499999988,1024.1936829303017,1022.3008999999987,1021.8728249999988,5381,7920
geom,1,5,2,0.975,7,7,1179.8742000000002,1176.5272290000003,1176.5736000000004,1176.6885268727274,1176.4380000000003,1176.5568,8596,5928
geom,1,5,2,0.975,8,7,834.1789999999996,806.7364957599996,801.1947749999995,801.1947749999995,801.3388707187495,801.2295739999995,8395,995
geom,1,5,2,0.975,9,7,962.4772000000002,946.4272607300002,949.4058995306187,949.5513777869318,949.4057000000001,949.4057000000001,4668,8340
geom,1,5,2,0.99,0,7,1501.6525600000011,1501.9259852800012,1501.4277600000014,1501.5476000000015,1501.5134750000016,1501.4282400000013,4731,3945
geom,1,5,2,0.99,1,7,1103.6612400000004,1096.3594738200004,1098.7373453090283,1100.0378110156823,1099.5852633750005,1098.7333845000003,2753,1103
geom,1,5,2,0.99,2,7,1678.7727200000002,1678.6954306600003,1678.68497685,1679.0040731878792,1678.7292489000001,1678.6589252,8938,7476
geom,1,5,2,0.99,3,7,1034.8711200000014,1026.9799131000013,1029.1610814490923,1030.9923163117062,1029.2926800000014,1028.9444820000015,380,6383
geom,1,5,2,0.99,4,7,1258.0221999999999,1256.1810123799996,1256.8033138164774,1259.9751999999999,1257.3651599999996,1256.82725,5612,3146
geom,1,5,2,0.99,5,7,1112.5378000000044,1107.6288434400046,1108.8506300000045,1110.7748900000045,1109.4986324375045,1108.8552493000045,6822,8245
geom,1,5,2,0.99,6,7,1256.2722400000005,1252.2445010300005,1253.8563490500003,1253.9803679000004,1253.9000816000002,1253.9592312000002,181,683
geom,1,5,2,0.99,7,7,1032.0511200000017,1021.8765328500017,1024.6254146363653,1025.6980625600015,1025.1165725000017,1024.6555664000016,7693,9811
geom,1,5,2,0.99,8,7,1105.0764800000006,1099.9712845500007,1100.5977561409097,1102.0147803772732,1100.8237640000007,1100.5952889000005,462,9069
geom,1,5,2,0.99,9,7,1253.5106400000002,1251.60294861,1251.510961825,1252.3806457409094,1251.7182000000003,1251.5032200000003,5150,2011
geom,1,10,3,0.95,0,12,1210.26035,1127.5619561199996,1105.8538682992385,1115.3111723403263,1111.0531538461537,1105.8452759999998,8228,8805
geom,1,10,3,0.95,1,12,1235.50315,1168.6829336,1150.6911523086633,1152.4580999999996,1152.4580999999996,1150.604331,2856,6176
geom,1,10,3,0.95,2,12,1210.2874000000002,1115.5685998,1091.85,1092.2054641631703,1092.5958,1092.13696,6611,282
geom,1,10,3,0.95,3,12,1261.4502999999997,1208.776425,1198.7039999999997,1198.3476427434343,1198.7039999999997,1198.62205,4040,3473
geom,1,10,3,0.95,4,12,1239.1357499999995,1178.5508279999997,1160.2068499999996,1160.2068499999996,1160.5495711538456,1160.4363649999996,2215,4021
geom,1,10,3,0.95,5,12,1327.70405,1280.91676384,1275.5115485191607,1294.584858097902,1284.3310023076922,1275.49144,3577,3990
geom,1,10,3,0.95,6,12,1224.6173,1135.8604632799997,1107.0450783457338,1109.283371627039,1109.232065384615,1107.0414639999997,8227,4207
geom,1,10,3,0.95,7,12,1200.4230000000002,1053.45452904,1001.7799143636362,1003.8992940074589,1001.6975499999999,1002.0084739999998,2662,4384
geom,1,10,3,0.95,8,12,1209.79725,1088.45063864,1050.7423,1052.7009219611502,1052.16825,1049.98353,6797,5758
geom,1,10,3,0.95,9,12,1311.1869,1276.9706394799998,1271.46465,1292.3033021904585,1282.04133,1271.56638,2050,5474
geom,1,10,3,0.975,0,12,1386.5715249999994,1365.2506351999994,1361.0632758912195,1362.1566246829834,1362.396655384615,1361.2027242499998,2678,7640
geom,1,10,3,0.975,1,12,1261.761474999999,1219.890611159999,1211.9445611230756,1214.2404236584605,1212.5164999999988,1212.0228704999988,8951,1172
geom,1,10,3,0.975,2,12,1201.5161249999996,1150.1775153599997,1136.9118998441027,1143.0282047606836,1142.1948749999995,1137.0007199999998,7223,5693
geom,1,10,3,0.975,3,12,1528.7751999999998,1514.7160227599995,1512.8076499999995,1514.6075749999995,1514.6075749999995,1512.7949914999995,3784,8745
geom,1,10,3,0.975,4,12,1278.8014749999995,1247.7365803599994,1244.5119956296496,1257.3008380069928,1269.7603711538457,1243.5413729999993,3475,3074
geom,1,10,3,0.975,5,12,1295.283124999999,1261.6172721599987,1257.3334234818171,1258.196056544987,1257.890349999999,1257.740572999999,3471,8693
geom,1,10,3,0.975,6,12,1281.0043999999994,1241.4651049999995,1235.1301749999996,1235.713492190489,1235.1301749999996,1235.1880629999996,7910,1569
geom,1,10,3,0.975,7,12,1232.909175,1161.0540183999994,1141.9305086923073,1160.2495076923074,1155.4221999999997,1142.0361939999996,9189,4474
geom,1,10,3,0.975,8,12,1209.79325,1146.5344866399998,1125.3865003926414,1130.2053384615383,1130.2053384615383,1125.4100254999996,8777,2788
geom,1,10,3,0.975,9,12,1283.1954499999997,1247.3282263999993,1239.9051249999995,1244.5806629696965,1243.2826749999995,1239.9697969999995,9522,7413
geom,1,10,3,0.99,0,12,1316.3663800000004,1280.4886016000007,1274.0797829417256,1275.079687433567,1276.2162669230777,1274.1344916000005,9037,4481
geom,1,10,3,0.99,1,12,1437.6924900000001,1417.8047012400002,1415.866151090909,1430.7421700000004,1420.9260884615387,1415.8236100000001,7769,3146
geom,1,10,3,0.99,2,12,1323.3210000000008,1291.9318098000008,1285.481896452728,1304.1606100000008,1304.1606100000008,1284.9338994000009,4999,2563
geom,1,10,3,0.99,3,12,1583.5449800000004,1573.6521767200004,1574.3500535349656,1576.237585263217,1576.5844659076927,1574.352941,8925,2930
geom,1,10,3,0.99,4,12,1654.0788400000022,1648.1329064000022,1649.9625000000021,1652.6713826573448,1652.277519230771,1649.9495680000018,9066,7787
geom,1,10,3,0.99,5,12,1313.8201099999999,1284.1517404,1278.2090095468532,1282.7232232,1279.35942,1278.3193600000002,462,9069
geom,1,10,3,0.99,6,12,1507.5087200000028,1494.5942402000032,1493.9900164848516,1497.2230506041988,1497.3333086153875,1494.034876800003,9753,8548
geom,1,10,3,0.99,7,12,1578.4152600000002,1572.2790602000002,1569.9487766779566,1573.2519339327273,1570.4211,1569.9257667,2083,4588
geom,1,10,3,0.99,8,12,1429.171350000001,1413.4891307200012,1412.247425290444,1415.0080298953858,1414.438696923078,1412.2636580000012,1966,4851
geom,1,10,3,0.99,9,12,1626.0545200000042,1618.5546650800043,1619.3145900000045,1619.8139077501212,1619.3145900000045,1619.2761808000048,6611,282
geom,2,3,1,0.95,0,6,720.8227000000002,713.9424127200001,708.9877500000002,709.8075000000002,708.9877500000002,709.0533399999999,5086,4849
geom,2,3,1,0.95,1,6,776.7267000000002,767.9425947999999,769.0093311038961,770.0593020779222,769.0966285714286,769.0421600000001,4577,298
geom,2,3,1,0.95,2,6,630.93025,594.9134464,581.36325,582.9962462335354,581.36325,581.3722100000001,9458,9849
geom,2,3,1,0.95,3,6,726.7866499999997,714.2627790399997,714.5324989007788,718.8472683619044,714.9477959999996,714.5634189999996,8227,4207
geom,2,3,1,0.95,4,6,639.7453999999999,620.5066820999998,611.5948999999998,612.9058876051946,612.0374598571427,611.6464439999997,4815,896
geom,2,3,1,0.95,5,6,637.989,617.4002405,609.327,611.1333030245308,609.327,609.3901000000001,4792,994
geom,2,3,1,0.95,6,6,629.476,608.23945536,602.3951336357865,610.74,603.0722,602.0896,3818,5291
geom,2,3,1,0.95,7,6,674.5194499999999,661.8834619999997,656.3624499999997,662.4475182406925,656.4585998571426,656.4075789999997,2678,7640
geom,2,3,1,0.95,8,6,846.5959999999998,841.0670812200001,842.3906576555554,843.0769667457431,842.6329999999998,842.2710999999998,2579,4586
geom,2,3,1,0.95,9,6,679.8269500000002,660.838578,658.2161000000001,659.4087538095238,658.2161000000001,658.3066600000001,161,8468
geom,2,3,1,0.975,0,6,1087.6382749999984,1086.4032900799984,1086.4857249999984,1087.4202819999985,1086.5608779999986,1086.5141839999985,4508,508
geom,2,3,1,0.975,1,6,1006.90355,1005.6405063999999,1005.8252837260605,1009.4207157844156,1009.1898249999999,1005.83907,3475,3074
geom,2,3,1,0.975,2,6,697.1280999999997,682.3533592399996,682.7037532799995,687.9651999999995,683.2597852499995,682.7464274999995,5153,1240
geom,2,3,1,0.975,3,6,719.6059500000002,707.17642924,707.9293500000001,708.8177500000002,709.0318100000001,708.0051599999999,1379,377
geom,2,3,1,0.975,4,6,782.6501500000002,775.86053772,775.0941683792208,778.7561500000002,775.7611500000002,775.00467,1521,2606
geom,2,3,1,0.975,5,6,814.3071499999994,809.2951120799993,808.8721654209518,811.7859861132462,809.5465834999993,808.8572194999994,8777,2788
geom,2,3,1,0.975,6,6,853.2935249999997,847.1881245599999,848.6023161757574,856.9352140223375,851.1325249999996,848.4491249999999,7696,9643
geom,2,3,1,0.975,7,6,821.1684999999993,811.9524224999994,815.1287749999993,819.4404483333328,815.1488112499993,815.1297987499994,5506,6473
geom,2,3,1,0.975,8,6,752.3585999999993,742.9279965999995,744.1103658799993,747.8531499999995,744.5982299999993,744.0478449999994,9484,9175
geom,2,3,1,0.975,9,6,959.5568999999992,957.5322702199993,957.5652999999993,959.05928827821,957.9384499999993,957.5812839999993,4999,2563
geom,2,3,1,0.99,0,6,1000.1469300000023,998.0856380000022,998.0300114285736,999.1652300000022,998.2151425000021,998.0337900000022,2176,7392
geom,2,3,1,0.99,1,6,851.9132200000004,844.7220688000002,847.1711300000004,849.1736168389614,847.2348218000003,847.1971322000004,9977,8533
geom,2,3,1,0.99,2,6,856.110190000002,850.507083800002,851.8508900000021,854.612290000002,851.869962000002,851.8657890000021,3725,9534
geom,2,3,1,0.99,3,6,1005.876280000001,1002.5759145000009,1003.884530000001,1004.0263821818191,1003.8893895714295,1003.888764000001,9753,8548
geom,2,3,1,0.99,4,6,1170.9518500000008,1170.7547550400006,1170.1849808034926,1170.559826883839,1170.1902515000006,1170.1813998000007,3569,8805
geom,2,3,1,0.99,5,6,1012.6057000000004,1010.5889564400003,1010.9465072116886,1011.8306500000004,1011.0310734000004,1010.9504676000005,5718,9524
geom,2,3,1,0.99,6,6,853.5137400000011,848.0586356800011,849.017311577144,849.9162504090921,849.0585009714297,849.0329602000012,589,1095
geom,2,3,1,0.99,7,6,849.9360600000005,847.7300261200003,845.3007300000002,845.9255600000004,845.3007300000002,845.3149652000004,5086,4849
geom,2,3,1,0.99,8,6,1091.6016400000008,1091.5872114000008,1090.6799463896114,1091.4433194545466,1090.822775600001,1090.671218000001,2215,4021
geom,2,3,1,0.99,9,6,1168.1378600000007,1169.312590640001,1167.6952029870138,1168.050632544763,1167.7237242857152,1167.6904900000009,5827,7131
geom,2,5,2,0.95,0,8,986.3741499999995,974.3180109499996,974.0990789599996,985.4249999999995,975.0161499999995,974.2120359999994,1373,5517
geom,2,5,2,0.95,1,8,866.9402000000002,845.0319204500001,840.1974000000002,840.1974000000002,840.1974000000002,840.2296799999999,4815,896
geom,2,5,2,0.95,2,8,845.8441999999998,817.5341160199997,806.1125479460603,832.9150409999996,806.0993524999997,806.1471344999995,6797,5758
geom,2,5,2,0.95,3,8,909.3487999999999,894.08106518,893.0073496509091,900.0602999999999,894.9172499999997,893.0249699999999,2481,9573
geom,2,5,2,0.95,4,8,969.3890999999998,958.7368402199996,959.4948231860604,963.5744499999997,960.4081919999998,959.5164159999997,5669,1869
geom,2,5,2,0.95,5,8,1035.1334499999998,1029.6888168199996,1028.6373499999995,1033.1892113662623,1028.7250179999996,1028.6461384999996,2579,4586
geom,2,5,2,0.95,6,8,829.8935999999999,803.8076049699997,791.1357262333331,801.9525499999999,793.7395999999999,791.0964434999999,7223,5693
geom,2,5,2,0.95,7,8,871.9111000000003,847.9025228400001,844.2623000000002,851.7055000000003,844.41941,844.29701,6247,2808
geom,2,5,2,0.95,8,8,978.5459,963.6338787999998,965.8082429090908,969.9552270909089,966.9056899999999,965.810758,7496,6719
geom,2,5,2,0.95,9,8,864.3313000000003,842.403052,838.1042846222222,840.0004930833334,839.31235,838.1163700000001,5153,1240
geom,2,5,2,0.975,0,8,865.858,845.9599452299999,839.5644776970707,840.9219969010101,839.56,839.60323,7910,1569
geom,2,5,2,0.975,1,8,944.3452499999986,931.6217599499985,931.2702499999983,932.6282249999983,931.8104974999984,931.3802569999983,3159,7094
geom,2,5,2,0.975,2,8,912.248,896.7646768,893.8555292929292,895.506,894.08304,893.8869999999998,6398,7292
geom,2,5,2,0.975,3,8,1075.7638749999996,1068.5283053199994,1069.9839818121206,1073.4144999999996,1070.9889984999995,1070.0117399999992,7696,9643
geom,2,5,2,0.975,4,8,1005.8580249999995,995.3681175999996,996.5182249999995,997.6216282909087,996.7854249999996,996.5495612499994,9037,4481
geom,2,5,2,0.975,5,8,858.5139999999997,831.2713899599996,823.7658499999997,825.892008363636,825.2349999999996,823.7796999999995,9612,4238
geom,2,5,2,0.975,6,8,1335.4895,1335.1108364399997,1334.26005,1335.273597533333,1334.6907749999998,1334.2690499999999,5836,4899
geom,2,5,2,0.975,7,8,943.4241499999995,928.6375272499996,928.0048749999995,930.4231002727267,928.0445997499995,928.1278239999996,2176,7392
geom,2,5,2,0.975,8,8,1035.836925,1029.4986106000001,1030.600601290909,1031.9466000000002,1031.8332000000003,1030.4727650000002,9066,7787
geom,2,5,2,0.975,9,8,1107.6608499999986,1103.325046139999,1103.9059999999986,1104.3035476199989,1103.9059999999986,1103.8912264999985,9018,3616
geom,2,5,2,0.99,0,8,1670.8395300000004,1671.0304600000004,1670.6372079636367,1671.2493600000003,1670.6046700000004,1670.6052100000004,9319,8823
geom,2,5,2,0.99,1,8,1346.842410000001,1345.3959240200013,1345.5563800000011,1346.688710000001,1346.0499602000014,1345.568182000001,3569,8805
geom,2,5,2,0.99,2,8,1179.1540100000002,1174.26304552,1176.4753600000001,1177.4182000000003,1176.6370900000002,1176.4941227000002,1966,4851
geom,2,5,2,0.99,3,8,1039.0349700000006,1033.3889525400007,1032.9484290400005,1037.0403300000005,1033.1243904000007,1032.9710464000007,4917,9392
geom,2,5,2,0.99,4,8,1341.2786699999997,1339.8085842999997,1339.9481865494945,1340.2266799999998,1339.9705999999996,1339.9588599999997,2826,4718
geom,2,5,2,0.99,5,8,1274.9378600000036,1273.2949514000036,1273.1847807111146,1274.303560581822,1273.3628200000037,1273.1708889000035,2215,4021
geom,2,5,2,0.99,6,8,917.242890000001,899.1088964000013,897.3444300000012,898.8322200000011,897.3444300000012,897.4292680000011,9458,9849
geom,2,5,2,0.99,7,8,1043.4879000000046,1038.0413725500046,1038.3037800000047,1038.7284889666712,1038.3037800000047,1038.2863720000046,710,294
geom,2,5,2,0.99,8,8,1265.6904000000013,1263.7929655400012,1263.4425500000011,1263.8153000000011,1263.4425500000011,1263.4425829000013,5381,8480
geom,2,5,2,0.99,9,8,1055.0389000000034,1046.4939786200036,1048.8228703315187,1058.9570853713165,1048.8536802000035,1048.7871824000035,6797,5758
geom,2,10,3,0.95,0,13,1207.3446,1064.5721423999998,1018.4472499999999,1018.4472499999999,1018.4472499999999,1018.7076099999998,3818,5291
geom,2,10,3,0.95,1,13,1430.1340999999998,1410.79031848,1409.7979935727271,1438.8177015853967,1427.939368571428,1409.840105,2010,357
geom,2,10,3,0.95,2,13,1269.2608999999998,1225.2297875999996,1214.3198248909086,1221.308196333333,1215.4003573571424,1214.5580539999996,6237,200
geom,2,10,3,0.95,3,13,1195.5797,1120.1537739599999,1099.68993848,1108.9216045595235,1107.56316,1099.5112829999998,7223,5693
geom,2,10,3,0.95,4,13,1319.1863999999998,1284.24379128,1279.013322811111,1294.016236626667,1304.21509,1279.01921,4508,508
geom,2,10,3,0.95,5,13,1240.6956,1178.72025492,1164.4035,1170.6606088357864,1164.446829,1164.6035999999997,6050,9714
geom,2,10,3,0.95,6,13,1202.0068,1091.5007339200001,1058.8436,1064.6325684155843,1058.860499,1058.9669024999998,2628,291
geom,2,10,3,0.95,7,13,1226.2506,1138.19450704,1112.2306500000002,1112.13085,1112.3534614285716,1112.1956699999998,7910,1569
geom,2,10,3,0.95,8,13,1257.5620999999999,1221.2200709600002,1207.6750919845886,1216.941862709091,1209.6184714285714,1208.0845,1521,2606
geom,2,10,3,0.95,9,13,1221.5671,1108.98744952,1071.913862874343,1079.55437336987,1076.7401374285714,1071.9257245000001,3238,979
geom,2,10,3,0.975,0,13,1334.7402999999997,1297.4131136,1288.198864771111,1294.4827145083332,1291.4348571428573,1288.181165,1141,2161
geom,2,10,3,0.975,1,13,1316.95265,1279.3203849999998,1272.9544549477273,1273.5976749999998,1273.494389285714,1272.40058,9037,4481
geom,2,10,3,0.975,2,13,1372.7816499999985,1345.7459725599986,1341.4139190812398,1345.3204749999986,1342.5734335714274,1341.1763129999983,9484,9175
geom,2,10,3,0.975,3,13,1204.66145,1102.7368216399996,1069.648599999999,1069.6641748597972,1069.6574579999992,1070.0859159999993,2433,5130
geom,2,10,3,0.975,4,13,1324.0237499999992,1288.9687187199988,1282.3698602923364,1292.0720499999989,1281.9822817142845,1282.1527189999988,4015,7434
geom,2,10,3,0.975,5,13,1263.68685,1225.7228879999998,1219.408925,1226.2774,1226.2774,1219.564125,9066,7787
geom,2,10,3,0.975,6,13,1226.34505,1155.3082709999996,1137.4835649036793,1145.970686054545,1140.8484629999996,1137.4425494999998,3725,9534
geom,2,10,3,0.975,7,13,1593.1876999999993,1583.5202815199993,1584.2462530597973,1587.164878322712,1585.9471499999993,1584.4492559999992,3513,4190
geom,2,10,3,0.975,8,13,1222.1006499999999,1147.5161298000003,1122.263446142857,1128.6977852441557,1128.780375,1122.435525,968,8042
geom,2,10,3,0.975,9,13,1386.8982499999995,1364.7063231599998,1364.16394131948,1365.719795095238,1365.6721892857138,1364.4744094999994,1966,4851
geom,2,10,3,0.99,0,13,1577.162180000001,1565.347035120001,1565.600470000001,1565.600470000001,1565.600470000001,1565.5675436000008,589,1095
geom,2,10,3,0.99,1,13,1711.9681000000003,1708.0287661600003,1707.437477051299,1708.86600645368,1708.2468700000006,1707.4544172000005,7981,7520
geom,2,10,3,0.99,2,13,1431.8826000000001,1419.7311182399997,1418.1745264572728,1427.3579067463204,1421.9656699999998,1418.1762099999999,6855,8598
geom,2,10,3,0.99,3,13,1275.6945400000004,1226.0172876000008,1215.3378000000007,1215.4702418291783,1215.4913182857151,1215.4825213000008,9458,9849
geom,2,10,3,0.99,4,13,1583.6602600000017,1576.7947779200017,1576.3313696700018,1585.3117701142876,1577.3497572000017,1575.734587200002,1373,5517
geom,2,10,3,0.99,5,13,1387.294540000001,1358.983597960001,1355.3555197214296,1360.2143966428582,1359.4507100000012,1355.3660077000009,1223,2772
geom,2,10,3,0.99,6,13,1647.3517000000008,1638.698056000001,1637.7016825485725,1638.956540000001,1638.956540000001,1637.854260400001,4799,3518
geom,2,10,3,0.99,7,13,1422.1441000000016,1407.8851951200015,1406.6404600000014,1407.6671000000015,1407.6507742857154,1406.6578850000012,3818,5291
geom,2,10,3,0.99,8,13,1441.9530000000036,1425.542759280004,1423.854114568662,1427.0122796895855,1426.703850000004,1424.1365308000038,5669,1869
geom,2,10,3,0.99,9,13,1311.4529200000006,1277.4994994400008,1272.1376767600873,1274.0967061408087,1274.0974200000005,1272.3784888000007,2059,3839
binom,1,3,1,0.95,0,5,1435.6969999999994,1409.0538660799998,1422.4753912072727,1427.9815499999993,1423.8725499999996,1422.3631699999996,4916,4504
binom,1,3,1,0.95,1,5,1345.774,1314.6644781999998,1285.984622232323,1285.984622232323,1290.6211054999999,1285.9731799999997,4508,508
binom,1,3,1,0.95,2,5,1493.6872000000005,1469.418830000002,1484.8962323353542,1489.6539000000007,1485.2153760000006,1485.1712060000011,7496,6719
binom,1,3,1,0.95,3,5,1677.4919999999995,1667.5800724999997,1675.4192764646461,1681.6770780681813,1678.0000100000002,1674.87476,8505,2056
binom,1,3,1,0.95,4,5,1606.0716000000002,1597.4226835600002,1603.1782500000004,1604.0855500000002,1603.2737850000003,1603.18018,7693,3726
binom,1,3,1,0.95,5,5,1497.2761000000005,1474.9218053600016,1489.1228043563638,1493.7908000000004,1490.5061222500003,1489.6094120000007,6166,199
binom,1,3,1,0.95,6,5,1678.5444999999995,1671.4465996799995,1676.3081028445454,1680.479861761616,1677.3053799999998,1676.2117600000001,2172,5919
binom,1,3,1,0.95,7,5,1811.9089000000008,1810.881591480001,1811.052337472728,1813.133573452122,1811.4940500000007,1811.1112950000008,6204,7689
binom,1,3,1,0.95,8,5,1617.9045000000006,1607.7776942000003,1613.5831561090909,1616.8955718981822,1614.5835550000002,1613.5797400000001,3017,8075
binom,1,3,1,0.95,9,5,1742.9886000000004,1738.1809436800004,1741.6177500000006,1745.1436500000004,1741.7397500000004,1741.7240700000002,4643,5910
binom,1,3,1,0.975,0,5,1534.7028499999988,1510.3972491999962,1525.6865990399988,1534.9999575888876,1525.934575999999,1526.632644999999,4509,6152
binom,1,3,1,0.975,1,5,1827.5748000000006,1826.1683065000004,1826.9788000000005,1828.1662257500002,1827.1108000000004,1827.0084000000004,1674,2147
binom,1,3,1,0.975,2,5,1749.1299500000005,1744.1326477600003,1748.1226199878793,1751.4302500000006,1748.2548150000002,1748.1519550000003,5076,6191
binom,1,3,1,0.975,3,5,1559.8829999999991,1544.4986576799986,1554.568361752524,1558.9915499999988,1554.763308749999,1554.3317839999988,6451,2470
binom,1,3,1,0.975,4,5,2277.158349999999,2278.8085464199985,2277.158349999999,2277.899049999999,2277.3918499999986,2277.1545497499988,5875,1714
binom,1,3,1,0.975,5,5,1648.1831999999988,1638.4517549999955,1645.3672758636344,1650.2276398181803,1646.1068999999984,1645.2416957499986,3163,2809
binom,1,3,1,0.975,6,5,1684.5644999999988,1681.3294019999978,1683.350352181817,1685.9927499999988,1684.6004852499989,1683.021885499999,4221,230
binom,1,3,1,0.975,7,5,1555.4043499999996,1538.6901234,1549.4802749999997,1549.8813319909088,1549.4727749999997,1549.7046300000002,8461,4599
