distribution,c_e,l_r,l_e,service_level,seed_id,b,SDI_cost,TBS_cost,DI_cost,benchmark_DI_cost,random_seed1,random_seed2
binom,0.5,10,2,0.99,2,11.5,3394.1724999999983,2336.537241666667,2427.1912459499995,2487.501086399999,9073,1963
binom,0.5,10,2,0.99,3,11.5,3373.609499999998,2263.367299999998,2347.1246449999994,2381.6391749999993,7165,6849
binom,0.5,10,2,0.99,4,11.5,3477.1952500000016,2350.519568181818,2434.04105,2468.338,9370,3938
binom,0.5,10,2,0.99,5,11.5,3629.605999999999,2502.4367087777778,2589.8834327,2628.8865098,4347,1808
binom,0.5,10,2,0.99,6,11.5,3338.5975,2274.2022163888896,2355.0861096,2392.8330784,1854,7481
binom,0.5,10,2,0.99,7,11.5,3542.087750000002,2430.2848666666655,2507.95185,2554.3209099999995,1357,4727
binom,0.5,10,2,0.99,8,11.5,3383.7257500000014,2264.7369130000006,2349.39579435,2383.5954813500002,47,2718
binom,0.5,10,2,0.99,9,11.5,3295.7784392243625,2189.6536204769222,2272.9284056659553,2312.913084765643,1122,8381
binom,0.5,10,3,0.95,0,11.5,3109.24,2248.7903015404045,2320.98130375,2327.6711579999997,46,6177
binom,0.5,10,3,0.95,1,11.5,2984.576,2230.516571212121,2281.3293,2294.3864800000006,843,7265
binom,0.5,10,3,0.95,2,11.5,3121.186434210526,2256.720335273791,2332.85655131579,2344.428701284211,2171,944
binom,0.5,10,3,0.95,3,11.5,3020.6496052631583,2202.250436310474,2257.28694,2276.7320271052636,1497,8820
binom,0.5,10,3,0.95,4,11.5,3016.340026315789,2214.6835836523132,2279.4083513157893,2288.1918873684212,7536,4153
binom,0.5,10,3,0.95,5,11.5,3048.988,2213.3227545454533,2284.4237,2291.79068,9879,8119
binom,0.5,10,3,0.95,6,11.5,2981.2749210526317,2213.0944817118557,2277.6324223684214,2277.459963157895,2736,4430
binom,0.5,10,3,0.95,7,11.5,3237.6525,2299.2446914141415,2377.0450499999997,2401.30085,7812,9561
binom,0.5,10,3,0.95,8,11.5,2968.0295,2209.1993939393938,2266.43326,2290.8720399999997,156,7986
binom,0.5,10,3,0.95,9,11.5,3201.849,2316.4516905555556,2388.5230975,2404.9466979999997,1466,6744
binom,0.5,10,3,0.975,0,11.5,3340.536,2422.880763636364,2505.70786,2517.83962,5999,6897
binom,0.5,10,3,0.975,1,11.5,3099.887187500001,2294.4844420454538,2363.1495875000005,2397.3504275,543,4782
binom,0.5,10,3,0.975,2,11.5,3282.3377831669045,2369.8244157398535,2436.807790164943,2468.9388185748935,2713,9720
binom,0.5,10,3,0.975,3,11.5,3248.9117014978583,2387.0406363940033,2460.5540081998915,2496.3117719365177,2958,1883
binom,0.5,10,3,0.975,4,11.5,3205.105783791014,2365.947612184327,2450.447618915121,2477.6767990682947,1188,2809
binom,0.5,10,3,0.975,5,11.5,3205.58,2361.929815984848,2437.83859,2470.4694349999995,2365,1688
binom,0.5,10,3,0.975,6,11.5,3353.8305,2430.2812999999996,2514.63052,2542.13464,6951,4960
binom,0.5,10,3,0.975,7,11.5,3159.7029691512134,2361.1055886558156,2434.7124884094155,2441.197263730385,9140,3505
binom,0.5,10,3,0.975,8,11.5,3350.279375000001,2432.363138636363,2511.137695,2535.7546150000003,1629,9683
binom,0.5,10,3,0.975,9,11.5,3229.838,2377.2351848484855,2442.4150750000003,2484.09308,1693,72
binom,0.5,10,3,0.99,0,11.5,3631.9392500000017,2728.6619166666665,2817.53235,2861.692750000001,5907,3917
binom,0.5,10,3,0.99,1,11.5,3702.820250000002,2804.3545841111113,2886.2500522999994,2962.5422016,7323,6911
binom,0.5,10,3,0.99,2,11.5,3632.340855897733,2730.435162644459,2816.5622995002905,2874.0249724062755,9121,7906
binom,0.5,10,3,0.99,3,11.5,3550.289,2659.1583321666667,2739.2224680000004,2793.682443088,4342,3243
binom,0.5,10,3,0.99,4,11.5,3554.1265000000008,2648.5828235555564,2736.0937077999997,2785.5633929999995,2251,4868
binom,0.5,10,3,0.99,5,11.5,3409.738872385242,2577.598817969011,2657.737029556536,2712.7308808675184,223,6326
binom,0.5,10,3,0.99,6,11.5,3488.386875000001,2650.4826833333327,2739.7020028999987,2800.215607999999,3420,9027
binom,0.5,10,3,0.99,7,11.5,3763.224250000002,2904.7828428333337,2991.2411637500004,3062.223138,5573,7770
binom,0.5,10,3,0.99,8,11.5,3564.0265,2657.410555555555,2738.5760999999998,2795.403,3059,6890
binom,0.5,10,3,0.99,9,11.5,3714.920750000002,2743.1033778333353,2828.53810875,2878.209261,3293,4982
binom,1.0,2,1,0.95,0,4.0,1510.83,1646.9056969696974,1560.28588,1660.28064,6732,612
binom,1.0,2,1,0.95,1,4.0,1514.165,1647.3003333333334,1566.1115,1724.6479500000003,1733,6736
binom,1.0,2,1,0.95,2,4.0,1512.416,1649.1033939393944,1561.0897600000003,1691.91176,8170,517
binom,1.0,2,1,0.95,3,4.0,1442.9834999999966,1580.64758333333,1495.5200499999964,1589.9867499999957,9445,808
binom,1.0,2,1,0.95,4,4.0,1437.2,1578.4234848484853,1488.4172400000002,1593.4669199999998,4945,8840
binom,1.0,2,1,0.95,5,4.0,1515.411,1651.8692795454547,1563.7506995,1679.5109680000003,7263,5251
binom,1.0,2,1,0.95,6,4.0,1443.0472499999967,1581.552863636361,1494.6593099999968,1582.4637399999956,6457,8855
binom,1.0,2,1,0.95,7,4.0,1436.598,1578.4382121212125,1488.1093600000002,1593.5454399999999,6535,6947
binom,1.0,2,1,0.95,8,4.0,1415.587,1585.7326666666672,1495.0923200000002,1627.22364,6403,2715
binom,1.0,2,1,0.95,9,4.0,1433.194,1571.288631818182,1485.1475635000002,1556.22424,3620,9933
binom,1.0,2,1,0.975,0,4.0,1732.498,1886.3172777777777,1806.8801,1995.79136,4401,1012
binom,1.0,2,1,0.975,1,4.0,1653.7694999999985,1807.0033159090895,1727.483774999998,1865.7160434999973,7234,9276
binom,1.0,2,1,0.975,2,4.0,1683.529,1811.640888888889,1723.242,1878.34804,5747,1248
binom,1.0,2,1,0.975,3,4.0,1645.819,1803.7706666666666,1719.0854,1922.31212,532,2709
binom,1.0,2,1,0.975,4,4.0,1649.741,1812.177388888889,1722.7561,1889.5665100000003,1613,9578
binom,1.0,2,1,0.975,5,4.0,1651.596,1802.528838383839,1723.88932,1885.4283724999998,952,2630
binom,1.0,2,1,0.975,6,4.0,1488.9386249999986,1652.8703333333317,1565.2145249999983,1675.1160549999975,9042,659
binom,1.0,2,1,0.975,7,4.0,1651.457,1805.2524949494955,1724.3615875,1886.29202975,3706,2992
binom,1.0,2,1,0.975,8,4.0,1649.085,1809.751848484849,1720.9288000000004,1886.92374,602,8346
binom,1.0,2,1,0.975,9,4.0,1571.545,1735.181777777778,1645.2636,1780.7048300000001,49,8508
binom,1.0,2,1,0.99,0,4.0,1854.015,1973.7185305555556,1894.696472,2149.7145408,8071,3558
binom,1.0,2,1,0.99,1,4.0,1912.22,2068.9795454545456,1985.8055,2174.6136,2506,2491
binom,1.0,2,1,0.99,2,4.0,1908.506,2061.4899499999997,1981.6951973999999,2239.0018800000003,2649,7404
binom,1.0,2,1,0.99,3,4.0,1742.505,1897.1762416666672,1814.5029839999997,2042.4200659,7495,9818
binom,1.0,2,1,0.99,4,4.0,1732.192,1892.1355454545455,1807.785,2030.0022,9748,3413
binom,1.0,2,1,0.99,5,4.0,1910.4588999999994,2065.570563636363,1984.1142999999993,2237.383109999999,7415,5841
binom,1.0,2,1,0.99,6,4.0,1818.562,1974.4658181818183,1894.53,2149.6182000000003,422,8390
binom,1.0,2,1,0.99,7,4.0,1903.4864999999995,2056.422409090909,1975.78654,2229.56742,2633,4414
binom,1.0,2,1,0.99,8,4.0,1814.923,1969.569111111111,1888.7072999999998,2085.54263,4169,2278
binom,1.0,2,1,0.99,9,4.0,1765.575,1888.3816499999998,1807.327862,1993.4190864,5040,666
binom,1.0,3,1,0.95,0,5.0,1768.676,1659.7278181818176,1647.1019000000001,1708.24224,9427,1900
binom,1.0,3,1,0.95,1,5.0,1795.9326785714281,1728.9804025974026,1714.8577785714283,1796.2113542857142,2887,4420
binom,1.0,3,1,0.95,2,5.0,1641.9032999999965,1597.7492909090881,1575.3895999999968,1625.0371299999965,5831,3129
binom,1.0,3,1,0.95,3,5.0,1725.646,1665.3996363636363,1649.6855999999998,1715.1341999999997,3410,2118
binom,1.0,3,1,0.95,4,5.0,1728.88,1660.5400202020196,1648.9034,1711.5805500000001,6616,8300
binom,1.0,3,1,0.95,5,5.0,1722.339,1656.8848956228953,1643.941,1719.2175,3245,3614
binom,1.0,3,1,0.95,6,5.0,1643.887,1593.0179023569021,1578.2629,1626.17949,498,6296
binom,1.0,3,1,0.95,7,5.0,1645.644,1597.961545454546,1576.5634,1628.59784,1736,173
binom,1.0,3,1,0.95,8,5.0,1639.956,1594.480727272727,1574.5521999999999,1615.50152,9986,6310
binom,1.0,3,1,0.95,9,5.0,1778.1972999999964,1668.878790235687,1652.1157974999967,1695.3487174999962,3339,5169
binom,1.0,3,1,0.975,0,5.0,1807.9171999999983,1737.779863131312,1726.944929999998,1836.440224999998,760,5490
binom,1.0,3,1,0.975,1,5.0,1887.8506158536584,1807.829258130081,1799.3019585365853,1901.947553658537,877,4867
binom,1.0,3,1,0.975,2,5.0,1887.857,1807.828333333333,1799.0566,1947.331,7186,122
binom,1.0,3,1,0.975,3,5.0,1714.768,1653.5278316498313,1642.6741000000002,1694.6343399999998,7272,1567
binom,1.0,3,1,0.975,4,5.0,1797.967,1731.0047272727272,1718.6442399999999,1799.2427,6430,4612
binom,1.0,3,1,0.975,5,5.0,1810.658,1743.9504444444449,1727.9655999999998,1806.36086,6851,8541
binom,1.0,3,1,0.975,6,5.0,1886.85,1810.1471121212119,1800.3829530000003,1903.0627619999998,882,7876
binom,1.0,3,1,0.975,7,5.0,1883.485,1811.146666666666,1798.947,1915.7454000000002,5179,4925
binom,1.0,3,1,0.975,8,5.0,1887.143,1810.1706666666662,1800.616,1898.6388000000002,5523,1100
binom,1.0,3,1,0.975,9,5.0,1800.854,1733.5269797979802,1722.4382799999998,1802.5757999999998,7313,7158
binom,1.0,3,1,0.99,0,5.0,1930.276,1890.9807575757568,1883.7937600000002,1989.1649599999996,2579,5062
binom,1.0,3,1,0.99,1,5.0,2144.8151799999996,2061.5177315824903,2052.456719999999,2200.808809999999,7067,5126
binom,1.0,3,1,0.99,2,5.0,2143.75,2057.9229421212126,2051.0318964,2232.3972978,9086,2460
binom,1.0,3,1,0.99,3,5.0,2142.276,2059.7293551515154,2050.9935657000005,2184.324673,3067,4053
binom,1.0,3,1,0.99,4,5.0,2150.6001701980194,2060.2303987728756,2055.5813788118803,2201.0932525742564,8233,6325
binom,1.0,3,1,0.99,5,5.0,2055.214,1970.898461279461,1965.6225200000001,2076.8999599999997,2682,6379
binom,1.0,3,1,0.99,6,5.0,2053.313,1974.4983636363638,1963.6846,2087.46196,7070,1341
binom,1.0,3,1,0.99,7,5.0,2066.489179999999,1982.779721818181,1974.8295990999993,2091.4701874999987,8267,4824
binom,1.0,3,1,0.99,8,5.0,1925.858,1889.8909898989893,1881.98056,1993.9245999999998,9476,9324
binom,1.0,3,1,0.99,9,5.0,2060.863,1979.1029024242425,1969.0199906999999,2149.366587,3928,9374
binom,1.0,3,2,0.95,0,5.0,1619.268,1893.4038215488215,1807.1412,1856.84975,7823,9355
binom,1.0,3,2,0.95,1,5.0,1788.516,2024.4714646464633,1938.2491599999998,2100.9255,5075,3018
binom,1.0,3,2,0.95,2,5.0,1787.152,2021.7459090909078,1937.8673200000003,2011.5125200000002,1431,951
binom,1.0,3,2,0.95,3,5.0,1716.868,1959.592363636365,1876.18496,1986.4547599999999,3141,7227
binom,1.0,3,2,0.95,4,5.0,1710.8619999999996,1960.750636363637,1870.6878399999998,1980.9421999999995,8172,6580
binom,1.0,3,2,0.95,5,5.0,1685.724,1957.7970437710428,1869.73304,1958.8636199999999,7156,338
binom,1.0,3,2,0.95,6,5.0,1699.3211875,1953.2913872053862,1869.87348,2003.5005,5836,3166
binom,1.0,3,2,0.95,7,5.0,1788.921,2026.6834781144769,1940.58652,2102.871,5348,8581
binom,1.0,3,2,0.95,8,5.0,1866.667,2098.741858585857,2013.9242799999997,2183.8358200000002,8338,8454
binom,1.0,3,2,0.95,9,5.0,1752.648,2021.666047138046,1933.47192,2095.66475,1249,2352
binom,1.0,3,2,0.975,0,5.0,1865.059,2093.6669494949483,2011.9054800000001,2207.2815,5856,7315
binom,1.0,3,2,0.975,1,5.0,1956.281,2184.360333333332,2101.0157999999997,2326.886,9997,1995
binom,1.0,3,2,0.975,2,5.0,1867.512,2099.8954848484864,2015.0570400000001,2211.266,1021,7780
binom,1.0,3,2,0.975,3,5.0,1916.108,2181.0590909090897,2091.2746,2258.5791200000003,8973,6486
binom,1.0,3,2,0.975,4,5.0,1950.101,2173.5647878787863,2095.74152,2222.13575,5507,7601
binom,1.0,3,2,0.975,5,5.0,1916.333,2175.7457272727256,2091.561003,2294.1117059999997,789,1042
binom,1.0,3,2,0.975,6,5.0,1929.002,2191.5453636363623,2103.7873200000004,2296.01,5497,8212
binom,1.0,3,2,0.975,7,5.0,1916.413,2175.46894621212,2092.609404,2255.3916750000003,4537,4614
binom,1.0,3,2,0.975,8,5.0,1997.4062500000005,2253.8452499999985,2172.40305,2399.5362500000006,6041,5920
binom,1.0,3,2,0.975,9,5.0,1840.21,2101.9184141414157,2017.1407000000002,2158.7066800000002,463,6539
binom,1.0,3,2,0.99,0,5.0,2081.8142799999987,2340.2688966329947,2262.462019999999,2495.471769999999,1632,9861
binom,1.0,3,2,0.99,1,5.0,2085.159,2337.276643333335,2261.5815534,2485.7460725,1190,7652
binom,1.0,3,2,0.99,2,5.0,2095.583199999998,2347.1402375757566,2272.018709599998,2495.1499499999977,2921,6995
binom,1.0,3,2,0.99,3,5.0,2254.439,2506.884472996634,2430.5116176,2796.6439520000004,5605,1223
binom,1.0,3,2,0.99,4,5.0,2173.188879999999,2429.3810428282804,2353.1083999999996,2648.747769999999,8770,704
binom,1.0,3,2,0.99,5,5.0,2171.799,2423.197730639729,2350.19112,2544.98884,4331,3194
binom,1.0,3,2,0.99,6,5.0,2086.57,2342.4318215488206,2266.3989200000005,2488.5555,2826,754
binom,1.0,3,2,0.99,7,5.0,2176.769,2430.595922760942,2354.3275916,2682.1596974999998,6451,364
binom,1.0,3,2,0.99,8,5.0,2097.0204000000003,2350.6052821548806,2273.24096,2532.6344000000013,2134,9914
binom,1.0,3,2,0.99,9,5.0,2092.5034399999995,2350.601248417506,2271.3367399999993,2536.530039999999,9926,6034
binom,1.0,5,1,0.95,0,7.0,2050.45,1629.7957272727276,1670.9146,1699.482,7197,4696
binom,1.0,5,1,0.95,1,7.0,2148.343,1704.0845656565657,1744.0938,1800.1665999999998,1961,7648
binom,1.0,5,1,0.95,2,7.0,2055.025,1635.0861616161617,1669.576,1715.5016,4796,4740
binom,1.0,5,1,0.95,3,7.0,2139.2796428571432,1699.180829004329,1736.8777142857143,1788.831742857143,2821,8182
binom,1.0,5,1,0.95,4,7.0,2054.684,1630.401955454545,1666.43284,1709.2693399999996,7493,1964
binom,1.0,5,1,0.95,5,7.0,2066.5059999999994,1633.4067777777775,1668.515,1708.2512199999996,2714,1656
binom,1.0,5,1,0.95,6,7.0,2142.018,1703.5763111111107,1746.7003099999997,1799.2683399999999,7351,8888
binom,1.0,5,1,0.95,7,7.0,2113.259999999996,1639.5000442424212,1678.3147534999976,1696.3088899999968,2119,6888
binom,1.0,5,1,0.95,8,7.0,2198.175,1703.1401999999998,1741.6805200000001,1786.61222,6672,6138
binom,1.0,5,1,0.95,9,7.0,2050.8396428571427,1631.5849134199134,1670.2043999999999,1703.3189857142859,2561,8242
binom,1.0,5,1,0.975,0,7.0,2229.668999999998,1769.1898909090892,1809.1010399999984,1859.3203749999982,1707,4717
binom,1.0,5,1,0.975,1,7.0,2228.485,1765.9398282828283,1809.963,1873.938,4794,4940
binom,1.0,5,1,0.975,2,7.0,2237.271,1834.5202399999994,1877.21217725,1945.427915,6546,4458
binom,1.0,5,1,0.975,3,7.0,2306.46,1837.6652727272728,1881.8776200000002,1939.75648,4307,737
binom,1.0,5,1,0.975,4,7.0,2216.317,1764.1778363636365,1804.55589,1863.413,8536,2790
binom,1.0,5,1,0.975,5,7.0,2279.179,1768.8767818181818,1808.29692,1875.466,5155,8996
binom,1.0,5,1,0.975,6,7.0,2386.092,1918.172509090909,1960.1958200000001,2033.72675,5769,5042
binom,1.0,5,1,0.975,7,7.0,2216.8431999999984,1760.2043838383822,1806.4832999999985,1867.595024999998,6034,2901
binom,1.0,5,1,0.975,8,7.0,2297.018,1836.2618181818175,1877.2129140000002,1947.783055,9073,1963
binom,1.0,5,1,0.975,9,7.0,2302.67,1845.4200545454544,1888.50092,1949.02968,7165,6849
binom,1.0,5,1,0.99,0,7.0,2430.625399999999,2003.6608843636354,2049.0190913999995,2137.6662919999994,9370,3938
binom,1.0,5,1,0.99,1,7.0,2562.6331200000004,2091.943911919191,2130.4673999999995,2236.1555399999993,4347,1808
binom,1.0,5,1,0.99,2,7.0,2336.2274801980166,1927.8017474747473,1967.14052,2049.8723999999997,1854,7481
binom,1.0,5,1,0.99,3,7.0,2505.995200000001,2082.9483600000003,2132.2370880999997,2220.9607060000003,1357,4727
binom,1.0,5,1,0.99,4,7.0,2391.882200000001,1917.2430080808078,1960.94882,2040.32075,47,2718
binom,1.0,5,1,0.99,5,7.0,2341.7066799999993,1921.9733402222214,1962.4880027999993,2032.1805799999993,1122,8381
binom,1.0,5,1,0.99,6,7.0,2568.6942000000013,2087.7661515151513,2129.9143200000003,2211.1187999999997,46,6177
binom,1.0,5,1,0.99,7,7.0,2490.418,2009.1318866666672,2052.0787425999997,2142.6101355999995,843,7265
binom,1.0,5,1,0.99,8,7.0,2487.059,2006.457537939394,2046.1977531999999,2138.4018309999997,2171,944
binom,1.0,5,1,0.99,9,7.0,2422.530200000001,1999.4192272525254,2044.6092634000001,2127.9448985,1497,8820
binom,1.0,5,2,0.95,0,7.0,2134.61,1990.5022424242427,2004.668,2050.8044,7536,4153
binom,1.0,5,2,0.95,1,7.0,2150.118707547171,1991.183547272726,2011.0510450000002,2078.088562,9879,8119
binom,1.0,5,2,0.95,2,7.0,2097.137,1991.929666666666,2010.2350499999998,2057.2674700000002,2736,4430
binom,1.0,5,2,0.95,3,7.0,2184.659,1980.3301018181826,1998.2865225000003,2065.723905625,7812,9561
binom,1.0,5,2,0.95,4,7.0,2139.076,1984.8707718181806,2003.478165,2060.4601975,156,7986
binom,1.0,5,2,0.95,5,7.0,2224.552,2053.9454040404044,2072.738,2130.5416000000005,1466,6744
binom,1.0,5,2,0.95,6,7.0,2133.275,1987.6168383838385,2004.921,2053.9105999999997,5999,6897
binom,1.0,5,2,0.95,7,7.0,2128.326,1983.219781818181,1999.1296,2056.2075800000002,543,4782
binom,1.0,5,2,0.95,8,7.0,2225.061113207546,2055.906649914236,2073.0904877358494,2137.612719622641,2713,9720
binom,1.0,5,2,0.95,9,7.0,2158.867,2002.705393939394,2017.974,2075.9937999999997,2958,1883
binom,1.0,5,2,0.975,0,7.0,2302.843599999998,2123.726799999997,2150.5665169999984,2219.341144499998,1188,2809
binom,1.0,5,2,0.975,1,7.0,2301.196,2118.0323272727283,2145.2494400000005,2205.3062999999997,2365,1688
binom,1.0,5,2,0.975,2,7.0,2334.042,2195.110525252525,2217.483,2308.5325,6951,4960
binom,1.0,5,2,0.975,3,7.0,2258.225599999999,2126.337018181817,2146.0783999999985,2206.439769999998,9140,3505
binom,1.0,5,2,0.975,4,7.0,2382.198399999998,2194.467349090907,2216.1220099999987,2287.6621599999985,1629,9683
binom,1.0,5,2,0.975,5,7.0,2393.942,2203.3963272727283,2226.2533599999997,2319.4807400000004,1693,72
binom,1.0,5,2,0.975,6,7.0,2384.3410000000003,2195.8379090909093,2219.0392,2289.50068,5907,3917
binom,1.0,5,2,0.975,7,7.0,2450.2279368931977,2265.356290909091,2288.5306399999995,2381.6163999999994,7323,6911
binom,1.0,5,2,0.975,8,7.0,2414.097,2274.3652363636365,2295.10504,2387.8904799999996,9121,7906
binom,1.0,5,2,0.975,9,7.0,2470.227,2274.205054545454,2297.8731999999995,2391.08492,4342,3243
binom,1.0,5,2,0.99,0,7.0,2592.887478260869,2437.67311264822,2461.8175860869565,2577.1912369565216,2251,4868
binom,1.0,5,2,0.99,1,7.0,2507.146200000001,2358.9791878787873,2379.1042800000005,2464.8431600000004,223,6326
binom,1.0,5,2,0.99,2,7.0,2588.89188,2434.693311919191,2460.5568399999993,2604.7001199999995,3420,9027
binom,1.0,5,2,0.99,3,7.0,2598.458200000001,2443.304573070708,2465.3617711999996,2595.7264192000002,5573,7770
binom,1.0,5,2,0.99,4,7.0,2511.062,2355.7714,2380.7024399999996,2490.7476400000005,3059,6890
binom,1.0,5,2,0.99,5,7.0,2430.9315599999986,2284.1843987878765,2307.0931999999993,2421.4199799999997,3293,4982
binom,1.0,5,2,0.99,6,7.0,2498.104799999999,2351.262124444442,2375.3114799999994,2467.0055299999985,6732,612
binom,1.0,5,2,0.99,7,7.0,2820.726,2603.430010101008,2632.5584599999997,2836.8698799999997,1733,6736
binom,1.0,5,2,0.99,8,7.0,2642.776,2438.1576200000013,2461.660062,2605.0791230000004,8170,517
binom,1.0,5,2,0.99,9,7.0,2597.4480799999983,2439.997408888888,2465.2111999999993,2582.765079999999,9445,808
binom,1.0,5,3,0.95,0,7.0,2143.415,2276.4118517171714,2258.6198759999997,2326.016568,4945,8840
binom,1.0,5,3,0.95,1,7.0,2294.832,2399.6662626262623,2390.298,2460.6684,7263,5251
binom,1.0,5,3,0.95,2,7.0,2177.333,2337.958494545455,2325.6418499999995,2388.873992,6457,8855
binom,1.0,5,3,0.95,3,7.0,2095.306,2270.709484848485,2252.4048,2328.946,6535,6947
binom,1.0,5,3,0.95,4,7.0,2183.852,2347.045797979798,2332.5734,2398.3892,6403,2715
binom,1.0,5,3,0.95,5,7.0,2021.9987999999967,2212.749111111108,2191.4399999999973,2237.925699999997,3620,9933
binom,1.0,5,3,0.95,6,7.0,2250.113,2407.0077373737377,2397.598,2461.3634,4401,1012
binom,1.0,5,3,0.95,7,7.0,2182.29,2341.8531777777785,2329.2577300000003,2386.9264399999997,7234,9276
binom,1.0,5,3,0.95,8,7.0,2156.479799999997,2283.749631818179,2269.6144394999965,2338.958725999996,5747,1248
binom,1.0,5,3,0.95,9,7.0,2210.607,2330.7303636363627,2317.7191,2390.31704,532,2709
binom,1.0,5,3,0.975,0,7.0,2336.125,2479.5295309090893,2468.2122425,2563.999784,1613,9578
binom,1.0,5,3,0.975,1,7.0,2467.994030120483,2627.4807272727276,2615.8507999999997,2730.4308,952,2630
binom,1.0,5,3,0.975,2,7.0,2368.279000000001,2548.1341070707067,2534.416555,2632.601712,9042,659
binom,1.0,5,3,0.975,3,7.0,2339.065000000001,2476.6944727272726,2465.6856000000002,2547.68004,3706,2992
binom,1.0,5,3,0.975,4,7.0,2385.343542168675,2551.4094727272727,2538.0256000000004,2641.88252,602,8346
binom,1.0,5,3,0.975,5,7.0,2339.861,2483.8365843939396,2468.80907,2554.0221680000004,49,8508
binom,1.0,5,3,0.975,6,7.0,2335.3160000000007,2479.505707070707,2464.392500000001,2607.3987500000007,8071,3558
binom,1.0,5,3,0.975,7,7.0,2424.3263036144563,2558.1469152610425,2545.1983397590348,2608.320475301203,2506,2491
binom,1.0,5,3,0.975,8,7.0,2498.8838493975904,2628.053696516976,2618.6097745180723,2746.326860626506,2649,7404
binom,1.0,5,3,0.975,9,7.0,2271.174799999999,2416.5441818181803,2404.2414999999987,2516.117504999998,7495,9818
binom,1.0,5,3,0.99,0,7.0,2577.94156,2703.0534777171706,2698.431203999999,2848.6491291999982,9748,3413
binom,1.0,5,3,0.99,1,7.0,2756.2122000000013,2873.288533333332,2869.6618,3026.175,7415,5841
binom,1.0,5,3,0.99,2,7.0,2665.49804,2783.870852929292,2783.5104799999995,2952.9167299999995,422,8390
binom,1.0,5,3,0.99,3,7.0,2743.378200000001,2866.8811797979783,2862.3936500000004,3030.90928,2633,4414
binom,1.0,5,3,0.99,4,7.0,2651.992,2780.667114343434,2773.082761,2902.9622672,4169,2278
binom,1.0,5,3,0.99,5,7.0,2579.753200000001,2707.0918666666653,2701.5932000000003,2814.667,5040,666
binom,1.0,5,3,0.99,6,7.0,2838.304,2960.325999999998,2955.522,3158.4478000000004,9427,1900
binom,1.0,5,3,0.99,7,7.0,2741.140200000001,2865.8815866666687,2862.2056069,3021.042097600001,2887,4420
binom,1.0,5,3,0.99,8,7.0,2634.545119113301,2786.6412557575754,2776.860979999999,2907.4949499999993,5831,3129
binom,1.0,5,3,0.99,9,7.0,2671.972,2794.180999999998,2790.2451000000005,2939.9433,3410,2118
binom,1.0,10,1,0.95,0,12.0,3052.3522597402593,1877.7957727272737,1950.5472084415585,1959.3882353246752,6616,8300
binom,1.0,10,1,0.95,1,12.0,2962.997,1862.2151304545464,1943.5163400000004,1967.0592689999999,3245,3614
binom,1.0,10,1,0.95,2,12.0,2945.378,1832.1706181818172,1898.6569599999998,1899.9567999999997,498,6296
binom,1.0,10,1,0.95,3,12.0,2953.3690259740256,1822.5405974025973,1901.5116400000002,1905.6534654545455,1736,173
binom,1.0,10,1,0.95,4,12.0,3001.356688311688,1824.1993142857134,1892.4757436363636,1897.5678942857141,9986,6310
binom,1.0,10,1,0.95,5,12.0,3051.2777499999966,1880.5185111111089,1961.9130119999973,1978.9109624999971,3339,5169
binom,1.0,10,1,0.95,6,12.0,3098.476,1860.8255333333336,1942.099855,1977.2678125,760,5490
binom,1.0,10,1,0.95,7,12.0,2884.5368831168826,1816.0395116883128,1891.351405714286,1896.8663994805197,877,4867
binom,1.0,10,1,0.95,8,12.0,2940.213,1823.2683454545445,1886.8453599999998,1910.4694000000002,7186,122
binom,1.0,10,1,0.95,9,12.0,2855.253,1808.9666909090909,1892.05244,1880.50092,7272,1567
binom,1.0,10,1,0.975,0,12.0,3030.844,1904.6262727272729,2004.8252800000002,2024.94176,6430,4612
binom,1.0,10,1,0.975,1,12.0,2995.109592017739,1915.3907062823355,2018.5114164301551,2017.9813609889134,6851,8541
binom,1.0,10,1,0.975,2,12.0,3199.784,2000.4309212121207,2083.8319420000003,2114.2383025000004,882,7876
binom,1.0,10,1,0.975,3,12.0,3188.1407427937925,1986.078261887165,2080.232377738359,2122.056438403548,5179,4925
binom,1.0,10,1,0.975,4,12.0,3133.083458980045,1983.5719015521065,2082.3635437383596,2102.7453760842573,5523,1100
binom,1.0,10,1,0.975,5,12.0,3035.008,1909.8685575757577,2013.4201659999999,2027.852298,7313,7158
binom,1.0,10,1,0.975,6,12.0,2978.768,1908.6892121212122,2008.91732,2023.75742,2579,5062
binom,1.0,10,1,0.975,7,12.0,3185.7,1977.768222222222,2081.3897599999996,2106.6229399999997,7067,5126
binom,1.0,10,1,0.975,8,12.0,3027.797,1906.3291111111112,1999.8493600000002,2043.111,9086,2460
binom,1.0,10,1,0.975,9,12.0,3181.051,2003.0553333333335,2078.37464,2102.51505,3067,4053
binom,1.0,10,1,0.99,0,12.0,3402.952977821782,2227.8493662736264,2319.370377445544,2377.291309410891,8233,6325
binom,1.0,10,1,0.99,1,12.0,3362.0594653465346,2129.416601620162,2230.3166528712873,2254.282596732673,2682,6379
binom,1.0,10,1,0.99,2,12.0,3352.995,2129.325909090908,2233.1696399999996,2287.5437199999997,7070,1341
binom,1.0,10,1,0.99,3,12.0,3449.18888108912,2162.068056141413,2245.6764464,2288.4821259999994,8267,4824
binom,1.0,10,1,0.99,4,12.0,3211.537,2066.031410676768,2157.9536862,2186.0461027,9476,9324
