distribution,c_e,l_r,l_e,service_level,seed_id,b,single_cost,DDI_cost,TBS_cost,DI_cost,random_seed1,random_seed2
geom,0.5,3,2,0.99,5,4.5,1001.111,999.4807743166666,1232.2793333333334,1000.47385,1629,8689
geom,0.5,3,2,0.99,6,4.5,1082.918319999999,1082.2369496499994,1315.7847681818173,1082.5605699999994,1384,6466
geom,0.5,3,2,0.99,7,4.5,1165.09995,1164.8929342999998,1409.4852572727273,1164.8934199999999,1937,784
geom,0.5,3,2,0.99,8,4.5,1083.24995,1082.0008972,1319.0659500000002,1082.8323400000002,4036,7218
geom,0.5,3,2,0.99,9,4.5,1000.8239500000001,1000.1979517500001,1241.2319786363635,1000.4171400000001,914,5373
geom,0.5,5,1,0.95,0,6.5,889.622,864.518583611111,1499.0048636363636,868.716,2279,6091
geom,0.5,5,1,0.95,1,6.5,895.9852499999974,869.6594601666638,1509.4935787878744,869.033174999997,711,1247
geom,0.5,5,1,0.95,2,6.5,887.6705,862.0377938666668,1495.2165000000002,861.8885,6196,3120
geom,0.5,5,1,0.95,3,6.5,896.745,870.7427999777777,1514.255606060606,868.945,1629,8689
geom,0.5,5,1,0.95,4,6.5,841.4248749999977,805.8932813333306,1423.7590742424202,807.0547749999971,1384,6466
geom,0.5,5,1,0.95,5,6.5,843.4672499999998,805.987173711111,1407.3400833333335,805.1957499999999,1937,784
geom,0.5,5,1,0.95,6,6.5,843.6037499999998,803.7401021555554,1414.5277500000002,802.3272499999999,4036,7218
geom,0.5,5,1,0.95,7,6.5,890.5055,864.2943163333333,1488.1836666666668,866.828,914,5373
geom,0.5,5,1,0.95,8,6.5,889.622,864.518583611111,1499.0048636363636,868.716,2279,6091
geom,0.5,5,1,0.95,9,6.5,895.9852499999974,869.6594601666638,1509.4935787878744,869.033174999997,711,1247
geom,0.5,5,1,0.975,0,6.5,1021.3311249999998,1010.5625756555556,1660.9187916666667,1010.4391874999998,6196,3120
geom,0.5,5,1,0.975,1,6.5,1024.6062500000003,1012.651956188889,1683.6460909090913,1012.7412625000002,1629,8689
geom,0.5,5,1,0.975,2,6.5,1022.3755,1010.8126709333333,1683.0989999999995,1013.249,1384,6466
geom,0.5,5,1,0.975,3,6.5,960.3811249999984,942.9122602777761,1574.8157958333315,944.3007249999985,1937,784
geom,0.5,5,1,0.975,4,6.5,960.5471874999984,940.6340022555538,1582.1547833333316,942.3519249999985,4036,7218
geom,0.5,5,1,0.975,5,6.5,1022.6805,1009.7667063333333,1666.8128333333334,1013.92585,914,5373
geom,0.5,5,1,0.975,6,6.5,1020.7945,1009.4053939333334,1668.9005454545454,1013.7985,2279,6091
geom,0.5,5,1,0.975,7,6.5,1022.7488124999998,1012.0420669333334,1672.691206439394,1012.02003,711,1247
geom,0.5,5,1,0.975,8,6.5,1021.3311249999998,1010.5625756555556,1660.9187916666667,1010.4391874999998,6196,3120
geom,0.5,5,1,0.975,9,6.5,1024.6062500000003,1012.651956188889,1683.6460909090913,1012.7412625000002,1629,8689
geom,0.5,5,1,0.99,0,6.5,1180.8765000000003,1174.7731066333338,1861.2260227272723,1177.0839650000003,1384,6466
geom,0.5,5,1,0.99,1,6.5,1182.1452499999998,1176.5742437777776,1831.6080833333333,1178.1323962,1937,784
geom,0.5,5,1,0.99,2,6.5,1181.83175,1175.7333345555553,1839.10075,1176.64925,4036,7218
geom,0.5,5,1,0.99,3,6.5,1180.6065999999992,1174.5302998333325,1839.1144954545446,1177.6037299999991,914,5373
geom,0.5,5,1,0.99,4,6.5,1173.7212499999998,1167.9781222888887,1853.3255990909088,1171.6849,2279,6091
geom,0.5,5,1,0.99,5,6.5,1255.1285,1251.9587352333335,1935.7966212121212,1252.897025,711,1247
geom,0.5,5,1,0.99,6,6.5,1258.3590000000004,1255.5761404444447,1932.237565,1256.1153450000002,6196,3120
geom,0.5,5,1,0.99,7,6.5,1180.8709249999993,1176.2965436444435,1861.3684333333324,1176.194219999999,1629,8689
geom,0.5,5,1,0.99,8,6.5,1180.8765000000003,1174.7731066333338,1861.2260227272723,1177.0839650000003,1384,6466
geom,0.5,5,1,0.99,9,6.5,1182.1452499999998,1176.5742437777776,1831.6080833333333,1178.1323962,1937,784
geom,0.5,5,2,0.95,0,6.5,843.6037499999998,817.9123684666665,993.5181893939395,816.2797499999998,4036,7218
geom,0.5,5,2,0.95,1,6.5,890.5055,872.2272212500001,1068.807121212121,875.203,914,5373
geom,0.5,5,2,0.95,2,6.5,889.622,873.1242857333333,1067.0731666666666,876.162,2279,6091
geom,0.5,5,2,0.95,3,6.5,895.9852499999974,878.1356860999972,1060.6441666666633,878.2421499999971,711,1247
geom,0.5,5,2,0.95,4,6.5,887.6705,871.0149640000001,1062.107,871.3306300000002,6196,3120
geom,0.5,5,2,0.95,5,6.5,896.745,880.0647641333333,1070.4328181818184,878.41682,1629,8689
geom,0.5,5,2,0.95,6,6.5,841.4248749999977,819.0199943999975,984.9890833333299,825.8391249999975,1384,6466
geom,0.5,5,2,0.95,7,6.5,843.4672499999998,817.6510422333332,986.4077499999999,817.6917499999998,1937,784
geom,0.5,5,2,0.95,8,6.5,843.6037499999998,817.9123684666665,993.5181893939395,816.2797499999998,4036,7218
geom,0.5,5,2,0.95,9,6.5,890.5055,872.2272212500001,1068.807121212121,875.203,914,5373
geom,0.5,5,2,0.975,0,6.5,1020.7945,1013.1589051,1233.9231666666665,1016.599,2279,6091
geom,0.5,5,2,0.975,1,6.5,1022.7488124999998,1015.6620861999997,1224.176653409091,1016.0748749999998,711,1247
geom,0.5,5,2,0.975,2,6.5,1021.3311249999998,1013.7283695999998,1227.1080340909089,1014.9992749999997,6196,3120
geom,0.5,5,2,0.975,3,6.5,1024.6062500000003,1016.5007630666667,1234.959806818182,1017.1098250000002,1629,8689
geom,0.5,5,2,0.975,4,6.5,1022.3755,1014.1627970000001,1222.6803333333335,1019.98,1384,6466
geom,0.5,5,2,0.975,5,6.5,960.3811249999984,947.0598854333317,1147.502687499998,950.2246374999985,1937,784
geom,0.5,5,2,0.975,6,6.5,960.5471874999984,946.8918427333317,1156.0899564393922,949.3740874999985,4036,7218
geom,0.5,5,2,0.975,7,6.5,1022.6805,1013.31176425,1237.1034848484846,1017.509,914,5373
geom,0.5,5,2,0.975,8,6.5,1020.7945,1013.1589051,1233.9231666666665,1016.599,2279,6091
geom,0.5,5,2,0.975,9,6.5,1022.7488124999998,1015.6620861999997,1224.176653409091,1016.0748749999998,711,1247
geom,0.5,5,2,0.99,0,6.5,1258.3590000000004,1256.0132839333337,1487.9180227272725,1257.3815300000003,6196,3120
geom,0.5,5,2,0.99,1,6.5,1180.8709249999993,1177.1314188833326,1411.1636159090904,1178.0056299999994,1629,8689
geom,0.5,5,2,0.99,2,6.5,1180.8765000000003,1176.8028774500003,1398.9817833333336,1180.331235,1384,6466
geom,0.5,5,2,0.99,3,6.5,1182.1452499999998,1178.4315670666667,1401.4782500000006,1179.7812499999998,1937,784
geom,0.5,5,2,0.99,4,6.5,1181.83175,1177.5895436666667,1410.1982348484848,1179.00475,4036,7218
geom,0.5,5,2,0.99,5,6.5,1180.6065999999992,1175.6152187499993,1411.0383462121204,1179.1077799999991,914,5373
geom,0.5,5,2,0.99,6,6.5,1173.7212499999998,1170.0276377999999,1405.4424075757577,1172.72022,2279,6091
geom,0.5,5,2,0.99,7,6.5,1255.1285,1253.19363415,1485.1842954545452,1253.875,711,1247
geom,0.5,5,2,0.99,8,6.5,1258.3590000000004,1256.0132839333337,1487.9180227272725,1257.3815300000003,6196,3120
geom,0.5,5,2,0.99,9,6.5,1180.8709249999993,1177.1314188833326,1411.1636159090904,1178.0056299999994,1629,8689
geom,0.5,5,3,0.95,0,6.5,841.4248749999977,830.401450333331,1061.4774545454507,828.6048549999975,1384,6466
geom,0.5,5,3,0.95,1,6.5,843.4672499999998,829.7849007333333,1034.677106060606,828.5852499999997,1937,784
geom,0.5,5,3,0.95,2,6.5,843.6037499999998,829.9072659333332,1038.7124166666665,828.4291699999999,4036,7218
geom,0.5,5,3,0.95,3,6.5,890.5055,881.3204669999999,1112.985871212121,882.1558999999999,914,5373
geom,0.5,5,3,0.95,4,6.5,889.622,881.4856488444444,1119.639,881.2025,2279,6091
geom,0.5,5,3,0.95,5,6.5,895.9852499999974,887.0721099333307,1131.556318181814,887.0541999999972,711,1247
