109.06,101.86,103.05,102.89,96.81,83.97,84.65,94.30,97.83,102.55,98.51,120.11,99.03,104.22,97.75,93.62,99.84,110.44,89.15,77.94,90.49,108.33,90.00,103.43,115.46,106.90,79.54,103.34,93.59,97.78
109.06,101.86,103.05,102.89,85.91,87.84,117.34,97.93,92.67,107.74,92.23,95.85,88.54,103.25,100.01,114.19,98.51,93.94,88.14,104.56,91.62,98.53,93.18,114.88,89.05,83.45,99.76,96.36,95.17,107.40
109.06,101.86,103.05,102.89,110.54,93.84,104.37,71.91,93.46,105.28,109.33,98.89,88.79,109.91,116.31,81.00,100.62,104.80,103.80,84.88,102.89,100.96,97.07,108.57,109.33,95.79,115.90,89.36,121.05,89.10
109.06,101.86,103.05,102.89,93.80,108.15,91.00,95.20,102.30,101.95,105.36,106.84,128.21,109.17,101.51,100.18,100.07,103.29,94.13,117.52,103.08,91.06,92.31,108.69,103.71,93.72,90.78,90.97,104.06,96.61
109.06,101.86,103.05,102.89,115.19,107.50,77.31,92.39,90.44,109.24,103.15,113.41,106.79,105.94,88.81,94.53,94.59,85.33,113.24,103.44,80.66,109.06,90.59,107.07,93.29,88.30,87.61,83.01,91.81,81.50
109.06,101.86,103.05,102.89,86.14,82.25,116.84,80.66,90.21,103.86,103.46,95.50,86.44,111.92,105.78,98.96,98.39,108.95,112.91,101.08,100.54,107.11,75.35,116.94,87.54,98.07,105.94,98.34,112.73,120.76
109.06,101.86,103.05,102.89,100.01,98.54,97.38,101.09,110.18,88.55,107.82,98.26,96.58,81.20,90.06,110.22,93.62,115.07,89.82,85.54,102.16,88.72,104.39,109.98,104.38,99.73,89.65,104.86,104.74,97.01
109.06,101.86,103.05,102.89,97.75,104.32,106.08,103.58,100.57,97.63,108.77,100.57,111.31,105.90,117.54,100.11,99.73,105.06,104.23,100.39,101.64,107.46,101.07,86.99,91.81,116.00,93.97,99.03,97.44,97.36
109.06,101.86,103.05,102.89,101.22,106.11,84.08,116.94,87.60,103.23,114.75,109.49,112.39,107.21,97.16,122.10,137.36,108.52,104.96,103.81,103.61,102.09,113.23,96.18,117.78,93.73,87.81,97.09,102.53,97.80
109.06,101.86,103.05,102.89,89.84,93.43,96.40,81.52,116.44,79.60,97.46,104.47,100.90,111.37,103.23,95.47,103.74,109.80,115.70,99.31,109.04,101.73,88.36,79.62,92.58,89.05,76.16,101.19,107.17,104.73
109.06,101.86,103.05,102.89,95.99,97.74,95.02,111.83,101.16,99.77,100.94,117.83,99.38,108.46,93.25,111.97,103.36,85.06,113.51,89.03,91.75,108.16,109.89,103.27,102.18,99.98,102.22,98.16,94.77,115.19
109.06,101.86,103.05,102.89,108.34,92.25,94.79,94.30,96.01,109.16,89.45,108.87,113.66,107.72,112.21,76.06,102.53,106.45,104.32,104.46,101.33,99.65,101.50,112.50,91.47,98.71,110.67,99.92,101.40,90.65
109.06,101.86,103.05,102.89,104.22,103.48,103.83,107.37,84.02,83.97,97.70,87.97,82.83,98.91,104.81,106.62,101.15,96.44,117.44,97.03,96.14,96.28,99.72,99.18,103.91,94.08,105.57,109.85,108.13,102.18
109.06,101.86,103.05,102.89,122.57,84.25,113.15,104.99,93.92,109.90,110.22,106.64,111.50,102.62,103.13,120.08,107.49,93.86,80.72,96.08,87.99,93.22,107.07,97.61,96.52,99.29,120.52,118.09,104.28,97.81
109.06,101.86,103.05,102.89,94.46,96.57,100.92,100.47,106.44,91.71,100.72,102.87,108.50,100.76,89.44,77.82,95.86,83.67,96.58,98.80,88.53,101.02,103.52,87.55,95.61,94.13,76.62,89.53,100.87,97.78
109.06,101.86,103.05,102.89,93.17,92.51,100.06,102.59,102.74,93.54,102.15,91.77,99.78,112.42,113.87,103.22,87.66,103.45,117.66,108.16,104.96,101.65,97.86,87.83,96.69,90.40,105.11,108.53,97.40,92.08
109.06,101.86,103.05,102.89,73.07,94.33,118.38,100.77,101.56,102.34,91.46,79.79,107.45,78.49,103.96,97.69,98.72,83.75,100.96,88.16,87.70,89.76,95.80,91.53,98.51,109.65,104.16,92.05,108.58,93.77
109.06,101.86,103.05,102.89,108.44,103.73,107.97,105.18,87.27,95.11,112.62,92.82,94.79,93.17,91.78,103.87,102.18,100.18,99.59,93.38,106.19,112.05,107.30,91.92,103.93,101.21,96.81,87.70,94.55,100.65
109.06,101.86,103.05,102.89,90.70,105.31,106.17,103.80,87.13,112.34,109.74,85.70,97.80,111.83,110.98,76.63,94.20,91.96,95.99,100.53,112.92,102.73,103.06,91.24,107.47,102.70,98.06,105.22,96.46,85.93
