0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.67,0.53,2.14,1.20,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,0.37,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,9.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,7.49,0.00,1.48,0.00,0.00,0.00,1.17,0.00,0.00,0.00,11.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.74,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,4.89,22.85,2.32,25.51,7.21,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,12.14,4.61,6.13,5.64,0.00,0.00,0.00,0.00,0.00,0.00,15.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.00,10.38,0.00,0.00,0.00,4.15,0.00,2.35,2.12,2.15,0.00,0.00,0.00,0.00,0.00,0.00,11.63,0.00,20.91
0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.11,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,4.46,0.00,0.00,0.00,0.00,0.00,1.48,5.33,7.66,8.27,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,10.65,6.27,5.65,0.00,17.34,3.99,35.22,0.67,42.32,5.30,7.80,0.00,0.00,0.00,5.88,0.00,6.54,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,2.32,0.00,3.11,0.00,10.90,0.00,7.86,3.84,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.91,6.13,0.00,0.00,5.79,0.00,2.84,0.00,6.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.65,0.00,0.00,0.00,0.00,0.00
0.00,0.00,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.30,0.00,4.28,0.00,21.32,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,1.17,0.59,0.00,3.49,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,2.45,0.59,4.78,0.00,0.00,0.00,0.00,0.00,0.00,0.95,2.56,0.00,0.78,8.17
0.00,0.00,19.52,0.00,13.51,0.00,0.00,0.00,0.00,5.09,0.00,0.00,16.31,0.00,2.10,4.17,12.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.04,0.00,17.57,7.76,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.00,4.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.26,14.09,0.00,0.97,11.45,0.00,0.00,0.00,0.09,17.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,6.78,6.43,0.00,0.00,0.00,6.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,5.39,0.84,0.00,2.24,4.92,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,1.11,0.00,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,5.54,0.00,0.00,0.00,10.60,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,23.27,0.00,17.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.93,0.00,0.00,0.00,0.00,0.00,0.00,15.72,0.00,0.00,0.00,0.00,18.77,11.46
0.00,0.00,3.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,5.05,0.00,0.30,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.52,17.12,0.00,9.89,14.64,5.99,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,7.47,0.00,0.00,11.53,0.00,16.11,0.00,0.00,0.00,0.00,0.00,0.00,15.15,0.00,0.00,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,12.49,1.02,0.00,0.00,0.22,0.00,0.00,0.00,0.00,13.07,0.67,17.43,0.00,24.28,0.00,0.00,13.06,0.00,11.12,0.00,0.00,1.03,0.00,0.00,0.00,0.00
0.00,0.00,6.09,0.00,8.80,0.00,15.84,0.00,0.00,0.00,3.29,2.04,3.55,0.00,13.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.05,0.00,8.38,0.00
